,assessmentScore,code,comments,goalClearnessScore,importanceScore,name,percentPassed,points,registered,satisfactionScore,teachingScore,workloadScore,year
170,+10,FMN011,KommentarerStudierådets kommentarerKommentarer har ej inkommit före utsatt tidKurslärarens kommentererKommentarer har ej inkommet före utsatt tidProgramledarens kommentarerKommentarer har ej inkommet före utsatt tidCEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.,+6,+39,Numerisk analys,51%,6.0,95,+31,+32,-29,11/12
171,+17,EDA070,"KommentarerStudierådets kommentarerDatorer och datoranvändning är tänkt att vara en introduktionskurs och uppfyller sitt syfte, att ge en överblick över de verktyg och tekniker nyttjas senare i utbildningen. Studenterna är överlag nöjda. Laborationerna bör omarbetas och möjligen utökas för intresserade studenter och datorstugan borde ingå i Datorer och datoranvändning istället för att vara en frivillig aktivitet som försummades av många.Kurslärarens kommentererKommentarer har ej inkommet före utsatt tidProgramledarens kommentarerKursens syfte är att gen en introduktion till datorer, deras konstruktion och användning. Programledningen anser att kursen lyckas med det. Som med alla kurser behöver kursmaterielet sen över regelbundet för att hållas aktuellt.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",+57,+67,Datorer och datoranvändning,96%,3.0,123,+60,+22,+68,12/13
172,-7,ETS052,KommentarerStudierådets kommentarerKommentarer har ej inkommit före utsatt tidKurslärarens kommentererKommentarer har ej inkommet före utsatt tidProgramledarens kommentarerKommentarer har ej inkommet före utsatt tidCEQ-enkäten fylldes iDenna uppgift har ej fyllts i.,+2,+60,Datorkommunikation,87%,4.5,114,+18,-13,+15,12/13
173,+52,FRT010,"Studierådets kommentarerKursen är överlag en väldigt uppskattad kurs med en bra lärare som visar sin passion för ämnet.Labbarna får bra feedback även om det finns mindre saker man kan tänkas ändra med tredje labben. Detta med saker så som fasta adresser du pingar till.Under mötet diskuterades kurshemsidan och hur man skulle göra för att förbättra den.Computer Sciene hemsidor togs upp som bra förebild.Frågan om dugga halvvägs igenom kursen hade kommit upp under utvärderingarna men efter diskussion ansåg vi att det troligvis bara ställer till mer problem då det kan ta fokus från andra kurser som går parallelltMötet diskuterade även hurvida man kan dela upp besöksantalet på de olika övningarna bättre. Föreläsaren gav som förslag att han kan rekommendera  övningar med lågt deltagarantal.Kurslärarens kommentererDet är glädjande att kursen överlag får så goda omdömen. Som vanligt har utvärderingen trots det lett till bra förslag på förbättringar. Detta gällerframför allt laboration 3, men även detaljer som har med övningarnas organisation att göra.Programledarens kommentarerEn mycket väl genomförd kurs. Studenterna är nöjda med hela kursen och framförallt föreläsaren. Programledningen anser att kursen är viktig då gen introducerar ett viktigt tillämpningsområde för D-teknologerna.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",+55,+34,"Reglerteknik, allmän kurs",67%,7.5,82,+67,+43,+22,12/13
174,+51,EDA016,KommentarerStudierådets kommentarerKommentarer har ej inkommit före utsatt tidKurslärarens kommentererKommentarer har ej inkommet före utsatt tidProgramledarens kommentarerKommentarer har ej inkommet före utsatt tidCEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.,+40,+89,Programmeringsteknik,71%,7.5,109,+56,+17,+37,12/13
175,+52,EDA040,"KommentarerStudierådets kommentarerEn bra och rolig kurs som uppskattas av många, däremot var inte föreläsningarna det roligaste och vissa gästföreläsningar var näst intill värdelösa.Projektet var ett bra tillägg men hemsidan och presentationen kändes för vissa konstig och inte relevant för kursen i sig.Dessvärre har inget CEQ-möte hållts vilken gjort att vi inte kunnat bolla tanker med programledningen/kursansvariga vilket inte är uppskattat!Kurslärarens kommentererKommentarer har ej inkommet före utsatt tidProgramledarens kommentarerKommentarer har ej inkommet före utsatt tidCEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",+18,+80,Realtidsprogrammering,76%,6.0,124,+43,+12,+18,12/13
176,+10,EDAA05,KommentarerStudierådets kommentarerKommentarer har ej inkommit före utsatt tidKurslärarens kommentererKommentarer har ej inkommet före utsatt tidProgramledarens kommentarerKommentarer har ej inkommet före utsatt tidCEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.,+30,+53,Datorer i system,86%,8.0,119,+42,+29,+55,12/13
177,+66,EDAF10,Studierådets kommentarerKommentarer har ej inkommit före utsatt tidKurslärarens kommentererKommentarer har ej inkommet före utsatt tidProgramledarens kommentarerKommentarer har ej inkommet före utsatt tidCEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.,+42,+89,Objektorienterad modellering och diskreta strukturer,83%,7.5,114,+71,+35,+42,12/13
178,+50,EIT020,"KommentarerStudierådets kommentarerKommentarer har ej inkommit före utsatt tidKurslärarens kommentererKommentarer har ej inkommet före utsatt tidProgramledarens kommentarerKursen är viktig för D då den ger grunden för alla digitala kretsar. Föreläsningarna uppskattades av studenterna. Det har framförts kritik mot att labbarna och detta diskuterade under CEQ-mötet. Programledningen anser att studenterna behöver ta eget ansvar för sin utbildning och avsätta den tid till förberedelse som labbarna kräver. Samtidigt kan labbinstruktionerna ses över för att göras tydligare. Öven kursboken kritiserades och påstods ha språk fel. Boken har granskats av språkvetare som inte hittat några fel. I boken används dock avancerad engelska och ett formellt språk. Kursanvariga har tidigare sökt efter alternativ litteratur, men inte hittat någon bättre.Innehållet på gästföreläsningarna var svårt att förstå för D-studenterna då de saknar en del förkunskapser som föreläsaren antog att alla hade. Detta bör beaktas inför kommande år.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",+15,+49,Digitalteknik,71%,9.0,114,+47,+12,-4,12/13
179,+55,FMA430,"KommentarerStudierådets kommentarerMer konkreta exempel behövs, alternativt integrera seminarierna i föreläsningarna och använda all tid till föreläsning. Tentan var mer omfattande än vanligt och inte en exempeltenta. Det beror på att matteinstitutionen försöker gå ifrån att tentorna ska vara liknande från år till år. De exempel på tillämpningar som tas upp i kursen är inte datorrelaterade, svårt att relatera till som D/C-are.Kurslärarens kommentererKommentarer har ej inkommet före utsatt tidProgramledarens kommentarerKommentarer har ej inkommet före utsatt tidCEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",+3,-6,Flerdimensionell analys,44%,6.0,108,-5,-16,-24,12/13
180,+47,FMS012,"Studierådets kommentarerKommentarer har ej inkommit före utsatt tidKurslärarens kommentererVi är i stort sett nöjda med årets kursomgång och efter omtentan i januari har ca 90% av de registrerade slutfört kursen. Tyvärr var föreläsningarna i lp2 schemalagda 15-17 i Kårhusets Hörsal - föreläsningar sent på dagen i en olämplig lokal är inte så lyckat. Många var positiva till övningar och laborationer, vi eftersträvar att få studenterna ännu mer aktiva på dessa moment.Programledarens kommentarerKommentarer har ej inkommet före utsatt tidCEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",+44,+9,"Matematisk statistik, allmän kurs",65%,9.0,75,+35,+9,-2,12/13
181,+31,TEK210,"Studierådets kommentarerEn ytterst förvirrande kurs med många föreläsningar som inte uppskattas av det stora hela. Även om ""labben"" sågs som rolig men väldigt förutsägbar så var labbrapporten konstig och kritiken man fick på den ansågs ibland ytterst konstig.Likaså med feedbacken på slutrapporten kom från en annan person än den som slutbedömde samt innehöll granskarens personliga åsikt gällande tillägg vilket ledde till osäkerhet bland studenterna.Inget CEQ-möte har hållts vilket gör att man inte fått möjlighet att prata med kursledningen och kursansvariga.Kurslärarens kommentererKommentarer har ej inkommet före utsatt tidProgramledarens kommentarerKommentarer har ej inkommet före utsatt tidCEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",-28,+18,Kognition,93%,4.5,96,-11,-2,+22,12/13
182,+45,EDA260,"KommentarerStudierådets kommentarerProjektdelen av kursen uppskattas av många av studenterna. De uppfattas som lärorikt och som ett exempel på hur det fungerar i verkligheten. Många uppskattar tävlingen i slutet.Några av studenterna tycker att man kan titta på labbarna under första delen av kursen och förbättra dessa. Några studenter anser även att kursen kan vara jobbig och ta mycket tid från andra kurser.Kurslärarens kommentererDetta är en kurs som studeras i relativt stor grupp, om 8-12 teknologer, som jobbar samman. Just att arbeta samman i en lite större grupp är ett av de bärande inslagen i kursen, men det innebär också speciella krav på deltagarna jämfört med andra kurser, t ex att närvara och att komma i tid, mer realistiska kan man hävda. Just att kursen ger en realistisk situation uppskattas mycket av teknologerna och strategin att de skall lära sig av varandra fungerar också väl.Vi är tillfreds med de samlade omdömen som kursen får. Den stora majoriteten av teknologer är mycket positiva till kursen.Vid CEQ-mötet diskuterades några specifika frågor.- Git: Flera studenter efterfrågar att man borde byta CVS/SVN mot det nyare Git. Vi håller med och skall se över detta. Git är numera så moget och spritt att det finns skäl att använda det i kursen.- Kommandoraden: Många studenter använder bara Eclipse vid programutveckling och är ovana vid att arbeta från kommandoraden, vilket leder till problem. Detta är något som behöver åtgärdas i tidigare kurser. För PVGs del bygger versionshanteringslabben på att man arbetar från kommandoraden, och detta är alltså något som är viktigt att behålla.- Gruppdynamik: Gruppdynamiken i de olika teamen blir olika, och en hel del hänger på hur coacherna agerar. Det har hänt att vissa studenter har förutfattade meningar om andra studenter, och förutsätter att de själva klarar saker bättre, och därför inte samarbetar på ett bra sätt. Det är viktigt att coacherna ser detta och inte låter sådant passera, utan låter alla komma till tals och ser till att alla får förutsättning att arbeta på ett likvärdigt sätt i teamen. Detta är något vi kommer att diskutera med kursledningen för coachingkursen.Programledarens kommentarerÅrets kurs är väl genomförd och uppskattad av studenterna. Viss kursutveckling kan ske för att uppdatera till moderna verktyg, t.ex. git för versionshantering.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",+48,+84,Programvaruutveckling i grupp - projekt,98%,6.0,106,+67,+34,+32,12/13
